epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_O_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_O_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       460, 104829.098,    0.005,       0.00068288,       4.8194e-06,        0.0006877,     0.000618,     0.000991,     0.000505,     0.000631,     0.000768,     0.000683,     0.000647,     0.000921,     0.000854,      0.00109,      0.00105,     0.000977,      0.00376,     6.26e-05,       0.00028017,       3.7604e-08,       0.00028021,     0.000289,     0.000636,     0.000271,     0.000278,     0.000306,      0.00034,     0.000299,     0.000652,     0.000423,     0.000613,     0.000711,       0.0006,     0.000319,     5.32e-06
       461, 105097.936,    0.005,       0.00070697,       5.1906e-06,       0.00071216,     0.000637,      0.00101,     0.000543,      0.00068,     0.000752,     0.000731,     0.000677,     0.000968,     0.000895,      0.00106,      0.00111,      0.00101,      0.00413,     6.89e-05,       0.00027685,       3.3248e-08,       0.00027689,     0.000286,     0.000632,     0.000268,     0.000271,     0.000305,     0.000334,     0.000295,     0.000649,     0.000414,     0.000611,     0.000699,     0.000593,     0.000303,     5.04e-06
       462, 105364.675,    0.005,       0.00069228,       4.2876e-06,       0.00069656,     0.000618,     0.000999,     0.000512,     0.000634,     0.000763,     0.000664,     0.000643,     0.000952,     0.000829,      0.00107,      0.00105,     0.000975,      0.00381,     6.35e-05,       0.00028618,       4.0055e-08,       0.00028622,     0.000286,     0.000643,     0.000267,     0.000284,     0.000306,     0.000336,     0.000298,      0.00066,     0.000432,      0.00062,     0.000714,     0.000606,     0.000338,     5.63e-06
       463, 105627.155,    0.005,       0.00064211,       2.1941e-06,       0.00064431,     0.000595,     0.000962,     0.000507,     0.000584,     0.000712,     0.000657,     0.000615,     0.000928,     0.000762,      0.00102,      0.00102,     0.000931,      0.00268,     4.47e-05,       0.00027884,        4.101e-08,       0.00027888,     0.000285,     0.000634,     0.000265,     0.000281,     0.000304,     0.000338,     0.000297,      0.00065,     0.000428,     0.000612,     0.000712,     0.000601,     0.000331,     5.52e-06
       464, 105889.636,    0.005,       0.00061954,        3.115e-06,       0.00062266,     0.000568,     0.000943,     0.000485,     0.000596,     0.000673,     0.000646,       0.0006,     0.000916,     0.000803,     0.000972,      0.00105,     0.000936,      0.00328,     5.47e-05,       0.00027256,       3.5398e-08,       0.00027259,     0.000289,     0.000627,     0.000272,     0.000273,     0.000305,     0.000345,     0.000299,     0.000642,     0.000417,     0.000606,     0.000702,     0.000592,     0.000324,     5.41e-06
       465, 106151.837,    0.005,       0.00067669,       2.9959e-06,       0.00067968,     0.000611,     0.000987,     0.000508,     0.000568,     0.000756,     0.000653,     0.000621,      0.00093,     0.000769,      0.00107,      0.00104,     0.000952,      0.00309,     5.14e-05,       0.00027654,       6.3076e-08,        0.0002766,     0.000288,     0.000632,     0.000269,     0.000271,     0.000307,     0.000337,     0.000296,     0.000647,     0.000416,     0.000611,     0.000705,     0.000595,     0.000431,     7.19e-06
       466, 106414.077,    0.005,       0.00064578,       3.2885e-06,       0.00064907,     0.000596,     0.000964,     0.000493,     0.000671,     0.000725,     0.000677,     0.000641,      0.00091,      0.00089,      0.00103,      0.00105,     0.000969,      0.00339,     5.65e-05,       0.00026687,       4.7028e-08,       0.00026692,     0.000286,     0.000621,     0.000268,     0.000274,     0.000303,     0.000335,     0.000295,     0.000634,     0.000416,     0.000603,     0.000692,     0.000586,     0.000364,     6.07e-06
       467, 106676.543,    0.005,       0.00075477,        5.849e-06,       0.00076062,     0.000649,      0.00104,     0.000541,     0.000739,     0.000782,     0.000731,     0.000698,     0.000966,     0.000988,      0.00113,      0.00115,      0.00106,       0.0044,     7.34e-05,       0.00026884,       4.5186e-08,       0.00026889,     0.000291,     0.000623,     0.000272,      0.00028,      0.00031,     0.000339,       0.0003,     0.000638,     0.000416,     0.000605,     0.000686,     0.000586,     0.000382,     6.36e-06
       468, 106939.023,    0.005,       0.00059272,       2.8233e-06,       0.00059554,     0.000538,     0.000924,     0.000457,     0.000534,     0.000648,     0.000584,     0.000556,     0.000906,     0.000718,     0.000953,     0.000993,     0.000893,       0.0028,     4.67e-05,       0.00027468,       4.1326e-08,       0.00027472,     0.000283,      0.00063,     0.000266,     0.000264,       0.0003,     0.000336,     0.000292,     0.000647,     0.000405,     0.000607,     0.000703,      0.00059,      0.00033,     5.49e-06
       469, 107201.370,    0.005,       0.00057375,       2.7584e-06,       0.00057651,     0.000551,     0.000909,     0.000475,     0.000566,     0.000652,       0.0006,     0.000573,     0.000895,     0.000749,     0.000934,     0.000962,     0.000885,      0.00291,     4.85e-05,       0.00026127,       4.3825e-08,       0.00026131,     0.000288,     0.000614,     0.000273,     0.000265,     0.000303,     0.000337,     0.000295,      0.00063,     0.000401,     0.000594,     0.000678,     0.000576,     0.000367,     6.12e-06
       470, 107463.861,    0.005,       0.00058382,       1.8159e-06,       0.00058564,     0.000566,     0.000917,     0.000481,     0.000561,     0.000681,     0.000614,     0.000584,     0.000886,      0.00075,     0.000966,     0.000957,      0.00089,       0.0025,     4.16e-05,       0.00026369,       4.8815e-08,       0.00026374,     0.000289,     0.000617,     0.000274,     0.000276,     0.000305,     0.000336,     0.000298,     0.000631,     0.000417,     0.000599,     0.000679,     0.000581,     0.000417,     6.94e-06
       471, 107726.118,    0.005,       0.00062496,       1.7395e-06,        0.0006267,      0.00058,     0.000949,     0.000492,     0.000528,     0.000699,     0.000658,     0.000594,     0.000921,     0.000707,     0.000991,      0.00104,     0.000915,      0.00242,     4.04e-05,       0.00026544,       4.0194e-08,       0.00026548,     0.000284,     0.000619,     0.000267,     0.000264,     0.000302,     0.000331,     0.000291,     0.000635,     0.000402,     0.000598,     0.000685,      0.00058,      0.00034,     5.67e-06
       472, 107988.385,    0.005,       0.00075551,       3.1513e-06,       0.00075866,     0.000656,      0.00104,     0.000557,     0.000616,     0.000792,     0.000721,     0.000672,     0.000995,     0.000841,      0.00112,      0.00109,      0.00101,      0.00317,     5.28e-05,       0.00026284,       4.8713e-08,       0.00026289,     0.000286,     0.000616,     0.000269,     0.000267,     0.000304,     0.000332,     0.000293,     0.000632,     0.000401,     0.000596,     0.000683,     0.000578,     0.000359,     5.99e-06
       473, 108250.793,    0.005,       0.00065575,       3.0681e-06,       0.00065882,     0.000605,     0.000972,      0.00051,     0.000631,     0.000722,     0.000701,     0.000641,     0.000931,      0.00089,      0.00102,      0.00106,     0.000976,      0.00304,     5.06e-05,       0.00026286,       3.7039e-08,        0.0002629,     0.000285,     0.000616,     0.000268,     0.000271,     0.000303,     0.000331,     0.000293,     0.000631,      0.00041,     0.000597,     0.000683,      0.00058,     0.000332,     5.53e-06
       474, 108513.120,    0.005,       0.00059819,       3.2662e-06,       0.00060146,     0.000558,     0.000928,     0.000478,     0.000548,     0.000668,     0.000601,     0.000574,     0.000906,     0.000728,     0.000961,     0.000995,     0.000898,      0.00323,     5.38e-05,       0.00026014,       4.5152e-08,       0.00026018,     0.000284,     0.000613,     0.000267,     0.000267,     0.000303,     0.000332,     0.000292,     0.000626,     0.000404,     0.000596,     0.000679,     0.000576,     0.000396,     6.61e-06
       475, 108775.207,    0.005,       0.00056816,       3.4063e-06,       0.00057157,     0.000546,     0.000904,      0.00046,     0.000552,     0.000658,     0.000617,     0.000572,     0.000869,     0.000737,     0.000951,     0.000979,     0.000884,      0.00314,     5.24e-05,       0.00025635,       4.0406e-08,       0.00025639,     0.000285,     0.000608,      0.00027,     0.000267,     0.000301,     0.000335,     0.000293,     0.000623,     0.000402,     0.000589,     0.000678,     0.000573,     0.000339,     5.65e-06
       476, 109037.666,    0.005,       0.00071243,       4.1969e-06,       0.00071663,     0.000642,        0.001,     0.000539,      0.00067,     0.000774,     0.000719,     0.000676,     0.000941,     0.000892,      0.00108,       0.0011,        0.001,       0.0037,     6.17e-05,       0.00025313,       4.1077e-08,       0.00025317,     0.000285,     0.000604,     0.000269,     0.000274,     0.000302,     0.000334,     0.000295,     0.000617,     0.000409,     0.000589,     0.000671,     0.000571,      0.00036,        6e-06
       477, 109300.319,    0.005,       0.00077641,       3.4212e-06,       0.00077983,     0.000681,      0.00106,     0.000538,     0.000699,      0.00088,      0.00072,     0.000709,     0.000953,     0.000915,       0.0012,      0.00109,      0.00104,      0.00329,     5.48e-05,       0.00026289,       4.4402e-08,       0.00026294,     0.000289,     0.000616,     0.000269,      0.00027,     0.000311,     0.000341,     0.000298,     0.000629,     0.000406,     0.000599,     0.000689,     0.000581,     0.000369,     6.14e-06
       478, 109562.265,    0.005,       0.00062397,       3.7147e-06,       0.00062769,     0.000591,     0.000948,     0.000478,     0.000636,     0.000742,     0.000644,     0.000625,     0.000872,     0.000839,      0.00105,      0.00101,     0.000942,      0.00334,     5.57e-05,       0.00026337,         5.55e-08,       0.00026342,     0.000291,     0.000617,     0.000273,     0.000273,      0.00031,     0.000339,     0.000299,     0.000632,     0.000411,     0.000596,     0.000684,     0.000581,     0.000467,     7.79e-06
       479, 109824.670,    0.005,       0.00059414,       1.9827e-06,       0.00059612,     0.000579,     0.000925,     0.000488,     0.000594,     0.000694,     0.000672,     0.000612,     0.000882,     0.000786,     0.000979,      0.00102,     0.000917,      0.00253,     4.21e-05,       0.00026019,       3.6918e-08,       0.00026022,     0.000285,     0.000613,     0.000266,     0.000265,     0.000303,     0.000339,     0.000293,     0.000629,       0.0004,     0.000592,     0.000682,     0.000575,     0.000312,      5.2e-06
       480, 110087.041,    0.005,       0.00061191,        4.417e-06,       0.00061633,     0.000571,     0.000938,     0.000476,     0.000591,     0.000696,     0.000623,     0.000597,     0.000899,     0.000786,     0.000992,        0.001,      0.00092,      0.00372,      6.2e-05,       0.00026349,       3.7702e-08,       0.00026353,     0.000283,     0.000617,     0.000265,     0.000271,       0.0003,     0.000335,     0.000293,     0.000635,     0.000409,     0.000592,     0.000687,     0.000581,     0.000328,     5.47e-06
       481, 110349.552,    0.005,       0.00067437,       6.2327e-06,       0.00068061,     0.000614,     0.000985,     0.000521,     0.000614,     0.000741,      0.00066,     0.000634,     0.000946,     0.000836,      0.00104,      0.00104,     0.000966,      0.00464,     7.73e-05,       0.00026303,       4.4398e-08,       0.00026307,     0.000286,     0.000616,     0.000268,     0.000271,     0.000303,     0.000336,     0.000295,     0.000632,     0.000414,     0.000595,     0.000685,     0.000581,      0.00035,     5.83e-06
       482, 110611.651,    0.005,       0.00064381,       3.6713e-06,       0.00064749,       0.0006,     0.000963,     0.000506,     0.000599,     0.000715,      0.00071,     0.000633,     0.000921,     0.000818,      0.00101,      0.00108,     0.000957,      0.00322,     5.36e-05,       0.00026053,       4.2389e-08,       0.00026058,     0.000288,     0.000613,     0.000271,     0.000275,     0.000304,      0.00034,     0.000297,     0.000628,     0.000407,     0.000592,     0.000689,     0.000579,     0.000344,     5.73e-06
       483, 110873.780,    0.005,       0.00062495,       3.4325e-06,       0.00062838,     0.000597,     0.000947,     0.000514,     0.000636,     0.000696,     0.000706,     0.000638,     0.000918,     0.000836,     0.000976,      0.00106,     0.000949,      0.00327,     5.45e-05,        0.0002546,       4.4236e-08,       0.00025464,     0.000286,     0.000606,     0.000269,     0.000274,     0.000302,     0.000334,     0.000295,     0.000621,     0.000413,     0.000586,     0.000676,     0.000574,     0.000353,     5.89e-06
       484, 111136.368,    0.005,       0.00065838,       5.4285e-06,       0.00066381,      0.00062,     0.000973,     0.000522,     0.000604,     0.000746,     0.000726,     0.000649,     0.000915,     0.000807,      0.00104,      0.00109,     0.000965,       0.0042,     7.01e-05,       0.00024794,       4.6088e-08,       0.00024799,     0.000285,     0.000598,     0.000268,     0.000274,     0.000303,     0.000328,     0.000293,     0.000613,     0.000409,      0.00058,     0.000656,     0.000564,     0.000401,     6.68e-06
       485, 111398.588,    0.005,       0.00057897,        2.662e-06,       0.00058163,     0.000561,     0.000913,     0.000462,      0.00061,     0.000692,      0.00061,     0.000593,     0.000866,     0.000794,     0.000977,     0.000967,     0.000901,      0.00317,     5.29e-05,       0.00025131,       4.0156e-08,       0.00025135,     0.000278,     0.000602,     0.000262,     0.000257,     0.000296,     0.000325,     0.000285,     0.000619,     0.000391,     0.000581,     0.000672,     0.000565,     0.000332,     5.53e-06
